,List_Of_Methods,Mean,NumSelected,RelIndexs,STD
RP_C1359,"['VIP', 'PIMP', 'Vita']",105.0,3,"[39, 160, 116]",50.00666622228147
RP_C1323,"['VIP', 'PIMP', 'Vita']",17.0,3,"[12, 21, 18]",3.7416573867739413
RP_C1279,"['VIP', 'PIMP', 'Vita']",116.66666666666667,3,"[68, 164, 118]",39.20317447463775
RP_C1248,"['VIP', 'PIMP', 'Vita']",16.333333333333332,3,"[13, 20, 16]",2.8674417556808756
RP_C1177,"['VIP', 'PIMP', 'Vita']",56.333333333333336,3,"[33, 67, 69]",16.519348924485154
RP_C1167,"['VIP', 'PIMP', 'Vita']",9.333333333333334,3,"[9, 10, 9]",0.4714045207910317
RP_C1140,"['VIP', 'PIMP', 'Vita']",73.33333333333333,3,"[72, 87, 61]",10.656244908763854
RP_C1013,"['VIP', 'PIMP', 'Vita']",53.333333333333336,3,"[41, 66, 53]",10.208928554075703
RP_C1134,"['VIP', 'PIMP', 'Vita']",40.0,3,"[29, 47, 44]",7.874007874011811
RP_C1112,"['VIP', 'PIMP', 'Vita']",49.666666666666664,3,"[82, 35, 32]",22.89589968143253
RP_C1103,"['VIP', 'PIMP', 'Vita']",6.0,3,"[6, 7, 5]",0.816496580927726
RP_C1100,"['VIP', 'PIMP', 'Vita']",3.6666666666666665,3,"[3, 5, 3]",0.9428090415820634
RP_C1097,"['VIP', 'PIMP', 'Vita']",80.0,3,"[49, 90, 101]",22.37558192911788
RP_C1022,"['VIP', 'PIMP', 'Vita']",98.33333333333333,3,"[58, 97, 140]",33.48963355361709
RP_C0539,"['VIP', 'PIMP', 'Vita']",84.66666666666667,3,"[52, 83, 119]",27.378012264508094
RP_C0448,"['VIP', 'PIMP', 'Vita']",152.0,3,"[96, 168, 192]",40.792156108742276
EI_C1156,"['VIP', 'PIMP', 'Vita']",47.0,3,"[48, 42, 51]",3.7416573867739413
EI_Malic acid (3TMS),"['VIP', 'PIMP', 'Vita']",38.333333333333336,3,"[17, 45, 53]",15.4344492037203
EI_Threonine (2TMS),"['VIP', 'PIMP', 'Vita']",27.666666666666668,3,"[18, 34, 31]",6.944222218666553
EI_Serine (4TMS),"['VIP', 'PIMP', 'Vita']",55.0,3,"[99, 33, 33]",31.11269837220809
EI_Serine (2TMS),"['VIP', 'PIMP', 'Vita']",25.333333333333332,3,"[24, 25, 27]",1.247219128924647
EI_Sarcosine (2TMS),"['VIP', 'PIMP', 'Vita']",29.666666666666668,3,"[36, 30, 23]",5.312459150169742
"EI_Norvaline, DL- (2TMS)","['VIP', 'PIMP', 'Vita']",25.333333333333332,3,"[33, 18, 25]",6.128258770283411
EI_NA_9,"['VIP', 'PIMP', 'Vita']",57.666666666666664,3,"[40, 62, 71]",13.021349989749739
"EI_Homoserine, beta-, DL- (3TMS)_2","['VIP', 'PIMP', 'Vita']",18.666666666666668,3,"[20, 19, 17]",1.247219128924647
NA_C417,"['VIP', 'PIMP', 'Vita']",30.333333333333332,3,"[46, 22, 23]",11.08552609887726
"EI_Homoserine, beta-, DL- (3TMS)","['VIP', 'PIMP', 'Vita']",82.66666666666667,3,"[70, 87, 91]",9.104333522498443
EI_Glyceric acid-3-phosphate (4TMS),"['VIP', 'PIMP', 'Vita']",0.0,3,"[0, 0, 0]",0.0
EI_Glyceric acid-2-phosphate (4TMS),"['VIP', 'PIMP', 'Vita']",1.0,3,"[1, 1, 1]",0.0
EI_Erythronic acid (4TMS),"['VIP', 'PIMP', 'Vita']",9.666666666666666,3,"[10, 11, 8]",1.247219128924647
EI_C1258,"['VIP', 'PIMP', 'Vita']",22.666666666666668,3,"[14, 26, 28]",6.182412330330469
EI_C1245,"['VIP', 'PIMP', 'Vita']",30.666666666666668,3,"[19, 36, 37]",8.259674462242577
NA_C152,"['VIP', 'PIMP', 'Vita']",55.0,3,"[69, 51, 45]",10.198039027185569
NA_C507,"['VIP', 'PIMP', 'Vita']",37.333333333333336,3,"[26, 50, 36]",9.843215373488933
RP_C0445,"['VIP', 'PIMP', 'Vita']",114.66666666666667,3,"[162, 82, 100]",34.26692606905706
RP_C0193,"['VIP', 'PIMP', 'Vita']",21.333333333333332,3,"[19, 24, 21]",2.0548046676563256
RP_C0407,"['VIP', 'PIMP', 'Vita']",92.33333333333333,3,"[35, 178, 64]",61.72159715655093
RP_C0385,"['VIP', 'PIMP', 'Vita']",29.333333333333332,3,"[63, 12, 13]",23.809428571238097
RP_C0348,"['VIP', 'PIMP', 'Vita']",124.0,3,"[99, 150, 123]",20.83266665599966
RP_C0297,"['VIP', 'PIMP', 'Vita']",82.0,3,"[32, 156, 58]",53.391634800469134
RP_C0214,"['VIP', 'PIMP', 'Vita']",95.33333333333333,3,"[101, 117, 68]",20.401524997465806
RP_C0201,"['VIP', 'PIMP', 'Vita']",6.0,3,"[7, 4, 7]",1.4142135623730951
RP_C0176,"['VIP', 'PIMP', 'Vita']",56.666666666666664,3,"[62, 52, 56]",4.109609335312651
NA_C819,"['VIP', 'PIMP', 'Vita']",45.666666666666664,3,"[72, 31, 34]",18.660713336371206
RP_C0159,"['VIP', 'PIMP', 'Vita']",20.666666666666668,3,"[27, 15, 20]",4.9216076867444665
RP_C0136,"['VIP', 'PIMP', 'Vita']",145.33333333333334,3,"[194, 146, 96]",40.01110956832975
RP_C0124,"['VIP', 'PIMP', 'Vita']",22.0,3,"[15, 26, 25]",4.96655480858378
RP_C0109,"['VIP', 'PIMP', 'Vita']",1.6666666666666667,3,"[4, 0, 1]",1.699673171197595
RP_C0065,"['VIP', 'PIMP', 'Vita']",12.333333333333334,3,"[11, 14, 12]",1.247219128924647
NA_Glycerol-3-phosphate (4TMS),"['VIP', 'PIMP', 'Vita']",36.0,3,"[66, 20, 22]",21.228911104120876
RP_C1366,"['VIP', 'PIMP', 'Vita']",115.66666666666667,3,"[105, 92, 150]",24.850665092821068
RP_C1376,"['VIP', 'PIMP', 'Vita']",5.0,3,"[5, 6, 4]",0.816496580927726
RP_C1414,"['VIP', 'PIMP', 'Vita']",25.333333333333332,3,"[18, 29, 29]",5.185449728701348
hi_Glutamine,"['VIP', 'PIMP', 'Vita']",42.0,3,"[36, 38, 52]",7.118052168020874
hi_Inosine.monophosphate,"['VIP', 'PIMP', 'Vita']",31.666666666666668,3,"[35, 27, 33]",3.39934634239519
hi_Inosine,"['VIP', 'PIMP', 'Vita']",28.0,3,"[23, 29, 32]",3.7416573867739413
hi_Hypoxanthine,"['VIP', 'PIMP', 'Vita']",30.333333333333332,3,"[32, 30, 29]",1.247219128924647
hi_Glycerophosphocholine,"['VIP', 'PIMP', 'Vita']",51.333333333333336,3,"[60, 47, 47]",6.128258770283412
hi_Glycerol.3.P,"['VIP', 'PIMP', 'Vita']",47.666666666666664,3,"[40, 64, 39]",11.55662388223981
hi_Glutathione,"['VIP', 'PIMP', 'Vita']",29.666666666666668,3,"[38, 26, 25]",5.90668171555645
hi_Gln.6.P,"['VIP', 'PIMP', 'Vita']",15.666666666666666,3,"[13, 19, 15]",2.494438257849294
hi_Kynurenine,"['VIP', 'PIMP', 'Vita']",18.333333333333332,3,"[21, 17, 17]",1.8856180831641267
hi_GTP,"['VIP', 'PIMP', 'Vita']",51.666666666666664,3,"[42, 60, 53]",7.408703590297622
hi_GSSG,"['VIP', 'PIMP', 'Vita']",42.333333333333336,3,"[41, 43, 43]",0.9428090415820634
hi_GMP,"['VIP', 'PIMP', 'Vita']",18.666666666666668,3,"[19, 16, 21]",2.0548046676563256
hi_Fumarate,"['VIP', 'PIMP', 'Vita']",22.666666666666668,3,"[17, 25, 26]",4.0276819911981905
hi_CySSG,"['VIP', 'PIMP', 'Vita']",31.666666666666668,3,"[34, 33, 28]",2.6246692913372702
hi_Citrulline,"['VIP', 'PIMP', 'Vita']",21.666666666666668,3,"[29, 18, 18]",5.185449728701348
hi_Isoleucine,"['VIP', 'PIMP', 'Vita']",6.333333333333333,3,"[7, 6, 6]",0.4714045207910317
hi_Leucine,"['VIP', 'PIMP', 'Vita']",9.666666666666666,3,"[10, 10, 9]",0.4714045207910317
RP_C1433,"['VIP', 'PIMP', 'Vita']",3.3333333333333335,3,"[2, 2, 6]",1.8856180831641267
hi_Threonine,"['VIP', 'PIMP', 'Vita']",8.0,3,"[9, 7, 8]",0.816496580927726
hi_X2.3phosphoglycerate,"['VIP', 'PIMP', 'Vita']",10.333333333333334,3,"[8, 13, 10]",2.0548046676563256
hi_Valine,"['VIP', 'PIMP', 'Vita']",4.666666666666667,3,"[6, 4, 4]",0.9428090415820634
hi_UMP,"['VIP', 'PIMP', 'Vita']",37.333333333333336,3,"[31, 40, 41]",4.4969125210773475
hi_UDP.glucose,"['VIP', 'PIMP', 'Vita']",4.0,3,"[2, 5, 5]",1.4142135623730951
hi_Tyrosine,"['VIP', 'PIMP', 'Vita']",0.3333333333333333,3,"[0, 1, 0]",0.4714045207910317
hi_Tryptophan,"['VIP', 'PIMP', 'Vita']",1.6666666666666667,3,"[1, 2, 2]",0.4714045207910317
hi_Serine,"['VIP', 'PIMP', 'Vita']",1.3333333333333333,3,"[3, 0, 1]",1.247219128924647
hi_Malate,"['VIP', 'PIMP', 'Vita']",22.0,3,"[18, 24, 24]",2.8284271247461903
hi_S.adenosylmethionine,"['VIP', 'PIMP', 'Vita']",25.0,3,"[20, 28, 27]",3.559026084010437
hi_Proline,"['VIP', 'PIMP', 'Vita']",11.333333333333334,3,"[11, 12, 11]",0.4714045207910317
hi_Phosphoenolpyruvate,"['VIP', 'PIMP', 'Vita']",19.0,3,"[14, 23, 20]",3.7416573867739413
hi_Phenylalanine,"['VIP', 'PIMP', 'Vita']",6.333333333333333,3,"[4, 8, 7]",1.699673171197595
hi_Ornithine,"['VIP', 'PIMP', 'Vita']",42.333333333333336,3,"[28, 55, 44]",11.08552609887726
hi_Methionine,"['VIP', 'PIMP', 'Vita']",3.6666666666666665,3,"[5, 3, 3]",0.9428090415820634
hi_CTP,"['VIP', 'PIMP', 'Vita']",16.666666666666668,3,"[22, 14, 14]",3.7712361663282534
hi_CMP,"['VIP', 'PIMP', 'Vita']",12.333333333333334,3,"[15, 9, 13]",2.494438257849294
hi_Aspartic.acid,"['VIP', 'PIMP', 'Vita']",11.666666666666666,3,"[12, 11, 12]",0.4714045207910317
RP_C1680,"['VIP', 'PIMP', 'Vita']",61.0,3,"[95, 34, 54]",25.39028685672272
RP_C1813,"['VIP', 'PIMP', 'Vita']",89.0,3,"[34, 95, 138]",42.66927075386533
RP_C1808,"['VIP', 'PIMP', 'Vita']",41.0,3,"[47, 31, 45]",7.118052168020874
RP_C1772,"['VIP', 'PIMP', 'Vita']",33.666666666666664,3,"[55, 23, 23]",15.084944665313014
RP_C1765,"['VIP', 'PIMP', 'Vita']",2.0,3,"[1, 3, 2]",0.816496580927726
RP_C1743,"['VIP', 'PIMP', 'Vita']",34.0,3,"[26, 41, 35]",6.164414002968976
RP_C1727,"['VIP', 'PIMP', 'Vita']",63.0,3,"[66, 60, 63]",2.449489742783178
RP_C1627,"['VIP', 'PIMP', 'Vita']",45.0,3,"[42, 59, 34]",10.424330514074594
hi_Asparagine,"['VIP', 'PIMP', 'Vita']",38.666666666666664,3,"[37, 42, 37]",2.357022603955158
RP_C1519,"['VIP', 'PIMP', 'Vita']",114.66666666666667,3,"[89, 174, 81]",42.08193066969348
RP_C1508,"['VIP', 'PIMP', 'Vita']",89.33333333333333,3,"[43, 151, 74]",45.404356129732264
RP_C1491,"['VIP', 'PIMP', 'Vita']",27.0,3,"[20, 33, 28]",5.354126134736337
RP_C1476,"['VIP', 'PIMP', 'Vita']",9.666666666666666,3,"[8, 11, 10]",1.247219128924647
RP_C1470,"['VIP', 'PIMP', 'Vita']",17.666666666666668,3,"[22, 16, 15]",3.0912061651652345
RP_C1439,"['VIP', 'PIMP', 'Vita']",20.666666666666668,3,"[14, 22, 26]",4.988876515698588
RP_C1822,"['VIP', 'PIMP', 'Vita']",48.0,3,"[40, 44, 60]",8.640987597877148
RP_C1914,"['VIP', 'PIMP', 'Vita']",21.333333333333332,3,"[23, 19, 22]",1.699673171197595
RP_C1958,"['VIP', 'PIMP', 'Vita']",106.66666666666667,3,"[71, 145, 104]",30.26916289265731
RP_C1985,"['VIP', 'PIMP', 'Vita']",61.0,3,"[116, 36, 31]",38.94440481849308
RP_C1991,"['VIP', 'PIMP', 'Vita']",27.333333333333332,3,"[48, 17, 17]",14.613540144521982
RP_C2043,"['VIP', 'PIMP', 'Vita']",145.66666666666666,3,"[65, 187, 185]",57.045790574083746
RP_C2070,"['VIP', 'PIMP', 'Vita']",45.0,3,"[46, 37, 52]",6.164414002968976
RP_C2096,"['VIP', 'PIMP', 'Vita']",67.0,3,"[28, 70, 103]",30.692018506445613
RP_C2144,"['VIP', 'PIMP', 'Vita']",13.0,3,"[16, 9, 14]",2.943920288775949
RP_C2186,"['VIP', 'PIMP', 'Vita']",0.3333333333333333,3,"[0, 1, 0]",0.4714045207910317
RP_C2238,"['VIP', 'PIMP', 'Vita']",13.333333333333334,3,"[24, 8, 8]",7.542472332656507
RP_C2301,"['VIP', 'PIMP', 'Vita']",122.0,3,"[106, 149, 111]",19.200694431886227
RP_C2371,"['VIP', 'PIMP', 'Vita']",22.666666666666668,3,"[17, 27, 24]",4.189935029992178
RP_C2380,"['VIP', 'PIMP', 'Vita']",42.333333333333336,3,"[64, 25, 38]",16.21384867602041
hi_AMP,"['VIP', 'PIMP', 'Vita']",42.666666666666664,3,"[55, 35, 38]",8.806563209081938
hi_Arginine,"['VIP', 'PIMP', 'Vita']",18.666666666666668,3,"[16, 21, 19]",2.0548046676563256
hi_Arginosuccinate,"['VIP', 'PIMP', 'Vita']",21.333333333333332,3,"[33, 15, 16]",8.259674462242577
EI_C1181,"['VIP', 'PIMP', 'Vita']",55.0,3,"[50, 52, 63]",5.715476066494082
hi_totalSignal,"['VIP', 'PIMP', 'Vita']",31.333333333333332,3,"[24, 39, 31]",6.128258770283411
EI_C0400,"['VIP', 'PIMP', 'Vita']",11.666666666666666,3,"[12, 9, 14]",2.0548046676563256
EI_Aspartic acid (4TMS),"['VIP', 'PIMP', 'Vita']",76.0,3,"[72, 88, 68]",8.640987597877148
EI_C0992,"['VIP', 'PIMP', 'Vita']",4.666666666666667,3,"[4, 5, 5]",0.4714045207910317
EI_C0746,"['VIP', 'PIMP', 'Vita']",11.0,3,"[16, 7, 10]",3.7416573867739413
EI_C0399,"['VIP', 'PIMP', 'Vita']",49.666666666666664,3,"[32, 41, 76]",18.979521127315678
"EI_Butanoic acid, 2,4-dihydroxy- (3TMS)","['VIP', 'PIMP', 'Vita']",72.66666666666667,3,"[55, 73, 90]",14.29063407348401
EI_C0278,"['VIP', 'PIMP', 'Vita']",10.666666666666666,3,"[9, 14, 9]",2.357022603955158
EI_C0843,"['VIP', 'PIMP', 'Vita']",44.0,3,"[35, 51, 46]",6.683312551921141
EI_C0838,"['VIP', 'PIMP', 'Vita']",21.333333333333332,3,"[25, 21, 18]",2.8674417556808756
EI_C0521,"['VIP', 'PIMP', 'Vita']",70.66666666666667,3,"[67, 61, 84]",9.741092797468305
EI_C0097,"['VIP', 'PIMP', 'Vita']",63.666666666666664,3,"[73, 38, 80]",18.372685039360892
EI_C0638,"['VIP', 'PIMP', 'Vita']",85.0,3,"[93, 67, 95]",12.754084313139327
EI_C0238,"['VIP', 'PIMP', 'Vita']",24.666666666666668,3,"[28, 24, 22]",2.494438257849294
EI_C0505,"['VIP', 'PIMP', 'Vita']",62.0,3,"[58, 64, 64]",2.8284271247461903
EI_C0230,"['VIP', 'PIMP', 'Vita']",40.666666666666664,3,"[21, 59, 42]",15.542057635833023
EI_C0457,"['VIP', 'PIMP', 'Vita']",31.0,3,"[39, 22, 32]",6.97614984548545
EI_C0133,"['VIP', 'PIMP', 'Vita']",10.666666666666666,3,"[7, 10, 15]",3.2998316455372216
EI_C0158,"['VIP', 'PIMP', 'Vita']",58.333333333333336,3,"[46, 69, 60]",9.46337971105226
EI_C0257,"['VIP', 'PIMP', 'Vita']",2.6666666666666665,3,"[2, 2, 4]",0.9428090415820634
EI_C0165,"['VIP', 'PIMP', 'Vita']",9.666666666666666,3,"[23, 3, 3]",9.428090415820634
EI_C0602,"['VIP', 'PIMP', 'Vita']",49.666666666666664,3,"[62, 47, 40]",9.177266598624136
EI_C0176,"['VIP', 'PIMP', 'Vita']",16.333333333333332,3,"[8, 20, 21]",5.90668171555645
EI_C0191,"['VIP', 'PIMP', 'Vita']",28.666666666666668,3,"[27, 29, 30]",1.247219128924647
EI_C0189,"['VIP', 'PIMP', 'Vita']",6.333333333333333,3,"[5, 8, 6]",1.247219128924647
EI_C0255,"['VIP', 'PIMP', 'Vita']",18.666666666666668,3,"[13, 23, 20]",4.189935029992178
EI_C0993,"['VIP', 'PIMP', 'Vita']",35.666666666666664,3,"[29, 39, 39]",4.714045207910317
EI_C0279,"['VIP', 'PIMP', 'Vita']",27.0,3,"[38, 17, 26]",8.602325267042627
EI_C0833,"['VIP', 'PIMP', 'Vita']",62.0,3,"[52, 72, 62]",8.16496580927726
EI_C0357,"['VIP', 'PIMP', 'Vita']",55.0,3,"[60, 60, 45]",7.0710678118654755
EI_C0530,"['VIP', 'PIMP', 'Vita']",11.333333333333334,3,"[11, 12, 11]",0.4714045207910317
EI_C0910,"['VIP', 'PIMP', 'Vita']",46.0,3,"[31, 55, 52]",10.677078252031311
AA_lysine.3tms,"['VIP', 'PIMP', 'Vita']",55.0,3,"[43, 63, 59]",8.640987597877148
EI_C0997,"['VIP', 'PIMP', 'Vita']",62.0,3,"[51, 58, 77]",10.98483803552272
EI_C0847,"['VIP', 'PIMP', 'Vita']",6.333333333333333,3,"[6, 6, 7]",0.4714045207910317
EI_C0424,"['VIP', 'PIMP', 'Vita']",65.33333333333333,3,"[64, 66, 66]",0.9428090415820634
EI_C0711,"['VIP', 'PIMP', 'Vita']",45.333333333333336,3,"[30, 57, 49]",11.323525167642018
EI_C1035,"['VIP', 'PIMP', 'Vita']",43.0,3,"[37, 56, 36]",9.201449161228174
EI_C0709,"['VIP', 'PIMP', 'Vita']",19.333333333333332,3,"[26, 16, 16]",4.714045207910316
EI_C1053,"['VIP', 'PIMP', 'Vita']",55.666666666666664,3,"[68, 44, 55]",9.809292646374775
EI_C0719,"['VIP', 'PIMP', 'Vita']",16.333333333333332,3,"[22, 15, 12]",4.189935029992178
EI_Alanine (3TMS),"['VIP', 'PIMP', 'Vita']",57.666666666666664,3,"[91, 35, 47]",24.073960113690386
EI_C1013,"['VIP', 'PIMP', 'Vita']",3.0,3,"[3, 4, 2]",0.816496580927726
EI_C1009,"['VIP', 'PIMP', 'Vita']",32.0,3,"[34, 28, 34]",2.8284271247461903
AA_Proline.2tms,"['VIP', 'PIMP', 'Vita']",57.333333333333336,3,"[51, 57, 64]",5.312459150169743
EI_Aspartic acid (2TMS),"['VIP', 'PIMP', 'Vita']",13.666666666666666,3,"[15, 13, 13]",0.9428090415820634
AA_isoleucine.2tms,"['VIP', 'PIMP', 'Vita']",53.333333333333336,3,"[44, 68, 48]",10.498677165349081
EI_C0889,"['PIMP', 'Vita']",90.0,2,"[98, 82]",8.0
RP_C2347,"['VIP', 'Vita']",185.5,2,"[198, 173]",12.5
RP_C1479,"['VIP', 'Vita']",105.0,2,"[51, 159]",54.0
RP_C0927,"['VIP', 'PIMP']",178.0,2,"[179, 177]",1.0
RP_C2417,"['VIP', 'Vita']",165.0,2,"[134, 196]",31.0
RP_C0268,"['PIMP', 'Vita']",78.0,2,"[74, 82]",4.0
RP_C1017,"['VIP', 'Vita']",118.0,2,"[112, 124]",6.0
RP_C0267,"['PIMP', 'Vita']",65.5,2,"[69, 62]",3.5
RP_C2446,"['PIMP', 'Vita']",90.5,2,"[79, 102]",11.5
RP_C0939,"['VIP', 'Vita']",122.0,2,"[102, 142]",20.0
RP_C2404,"['VIP', 'PIMP']",101.5,2,"[88, 115]",13.5
EI_C0834,"['VIP', 'Vita']",50.0,2,"[42, 58]",8.0
RP_C0986,"['PIMP', 'Vita']",46.0,2,"[62, 30]",16.0
RP_C2409,"['VIP', 'Vita']",127.5,2,"[130, 125]",2.5
EI_C0545,"['VIP', 'Vita']",68.5,2,"[54, 83]",14.5
EI_C0556,"['PIMP', 'Vita']",51.0,2,"[54, 48]",3.0
RP_C0931,"['VIP', 'PIMP']",93.5,2,"[119, 68]",25.5
RP_C0449,"['VIP', 'Vita']",158.5,2,"[138, 179]",20.5
RP_C0301,"['PIMP', 'Vita']",128.5,2,"[108, 149]",20.5
RP_C0790,"['PIMP', 'Vita']",54.5,2,"[42, 67]",12.5
RP_C1771,"['VIP', 'PIMP']",165.5,2,"[137, 194]",28.5
RP_C1872,"['PIMP', 'Vita']",89.5,2,"[64, 115]",25.5
AA_Phenylalanine.2tms,"['VIP', 'Vita']",65.5,2,"[61, 70]",4.5
RP_C1760,"['PIMP', 'Vita']",131.0,2,"[99, 163]",32.0
RP_C1740,"['VIP', 'PIMP']",177.5,2,"[196, 159]",18.5
RP_C0583,"['VIP', 'Vita']",112.5,2,"[69, 156]",43.5
RP_C0572,"['VIP', 'Vita']",176.5,2,"[160, 193]",16.5
RP_C0550,"['VIP', 'Vita']",114.5,2,"[109, 120]",5.5
RP_C1688,"['VIP', 'PIMP']",150.5,2,"[189, 112]",38.5
RP_C0548,"['VIP', 'PIMP']",81.5,2,"[108, 55]",26.5
RP_C2042,"['PIMP', 'Vita']",145.0,2,"[192, 98]",47.0
RP_C1655,"['PIMP', 'Vita']",137.5,2,"[185, 90]",47.5
RP_C0503,"['VIP', 'PIMP']",124.5,2,"[97, 152]",27.5
RP_C0327,"['VIP', 'PIMP']",115.0,2,"[111, 119]",4.0
RP_C2084,"['VIP', 'Vita']",99.5,2,"[78, 121]",21.5
RP_C0798,"['VIP', 'Vita']",158.0,2,"[122, 194]",36.0
RP_C2102,"['VIP', 'PIMP']",93.0,2,"[61, 125]",32.0
RP_C0470,"['VIP', 'Vita']",171.5,2,"[155, 188]",16.5
RP_C0814,"['PIMP', 'Vita']",111.5,2,"[106, 117]",5.5
RP_C2125,"['VIP', 'Vita']",130.5,2,"[87, 174]",43.5
RP_C2519,"['PIMP', 'Vita']",162.5,2,"[172, 153]",9.5
RP_C0829,"['PIMP', 'Vita']",178.5,2,"[186, 171]",7.5
RP_C0859,"['VIP', 'PIMP']",131.5,2,"[158, 105]",26.5
RP_C0889,"['VIP', 'PIMP']",129.0,2,"[59, 199]",70.0
RP_C0366,"['VIP', 'PIMP']",137.5,2,"[84, 191]",53.5
RP_C0336,"['VIP', 'PIMP']",122.0,2,"[124, 120]",2.0
EI_C0376,"['VIP', 'PIMP']",81.5,2,"[88, 75]",6.5
RP_C0133,"['VIP', 'PIMP']",150.0,2,"[139, 161]",11.0
RP_C1036,"['VIP', 'Vita']",131.0,2,"[154, 108]",23.0
NA_C153,"['PIMP', 'Vita']",55.5,2,"[61, 50]",5.5
RP_C1411,"['VIP', 'Vita']",163.5,2,"[129, 198]",34.5
NA_C678,"['PIMP', 'Vita']",61.0,2,"[48, 74]",13.0
hi_Dihydroxyacetone.phosphate,"['VIP', 'Vita']",53.5,2,"[45, 62]",8.5
RP_C1401,"['VIP', 'Vita']",164.5,2,"[145, 184]",19.5
hi_GDP,"['VIP', 'Vita']",44.0,2,"[27, 61]",17.0
RP_C1160,"['VIP', 'PIMP']",139.5,2,"[146, 133]",6.5
EI_C0929,"['PIMP', 'Vita']",48.0,2,"[37, 59]",11.0
RP_C1164,"['VIP', 'Vita']",129.0,2,"[67, 191]",62.0
RP_C1169,"['PIMP', 'Vita']",175.5,2,"[176, 175]",0.5
RP_C1175,"['PIMP', 'Vita']",145.5,2,"[139, 152]",6.5
NA_C287,"['PIMP', 'Vita']",31.0,2,"[32, 30]",1.0
NA_C169,"['PIMP', 'Vita']",59.5,2,"[70, 49]",10.5
RP_C1259,"['PIMP', 'Vita']",123.0,2,"[163, 83]",40.0
hi_Cytidine,"['VIP', 'Vita']",38.0,2,"[30, 46]",8.0
RP_C1329,"['VIP', 'Vita']",160.5,2,"[163, 158]",2.5
"EI_Pentadecan-1-ol, n- (1TMS)","['VIP', 'PIMP']",83.5,2,"[74, 93]",9.5
EI_Aspartic acid (3TMS),"['PIMP', 'Vita']",30.5,2,"[32, 29]",1.5
EI_NA_10,"['VIP', 'Vita']",80.0,2,"[75, 85]",5.0
AA_valine.2tms,"['VIP', 'Vita']",56.5,2,"[47, 66]",9.5
EI_C1041,"['VIP', 'Vita']",69.0,2,"[49, 89]",20.0
EI_C1050,"['PIMP', 'Vita']",94.5,2,"[92, 97]",2.5
EI_C1255,"['VIP', 'Vita']",72.5,2,"[47, 98]",25.5
AA_aspartic.acid.3tms,"['VIP', 'Vita']",62.0,2,"[52, 72]",10.0
AA_aspartic.acid.2tms,"['VIP', 'Vita']",53.0,2,"[48, 58]",5.0
AA_arginine.3tms.,"['VIP', 'Vita']",53.5,2,"[39, 68]",14.5
hi_X6.phosphogluconate,"['VIP', 'Vita']",44.5,2,"[49, 40]",4.5
RP_C1119,"['VIP', 'Vita']",158.0,2,"[177, 139]",19.0
RP_C1800,"['VIP', 'PIMP']",120.5,2,"[83, 158]",37.5
EI_C0912,"['VIP', 'PIMP']",74.5,2,"[71, 78]",3.5
RP_C1093,"['VIP', 'Vita']",156.5,2,"[187, 126]",30.5
EI_C0237,"['VIP', 'PIMP']",60.0,2,"[43, 77]",17.0
EI_C0214,"['VIP', 'PIMP']",84.0,2,"[86, 82]",2.0
